cli_district_id,birthdate,lat_street,lon_street,card_type,gender
"[1,4]","[11,6]","[-13.6325181,-9.97261455]","[-67.811422151694,-73.3392193]",classic,Male
"[1,4]","[11,6]","[-13.6325181,-9.97261455]","[-67.811422151694,-73.3392193]",classic,Female
"[1,4]","[11,6]","[-13.6325181,-9.97261455]","[-67.811422151694,-73.3392193]",junior,Female
"[1,4]","[11,6]","[-13.6325181,-9.97261455]","[-67.811422151694,-73.3392193]",classic,Female
"[1,6]","[32,47]","[-13.6325181,-24.287880899999998]","[-53.83412901938374,-73.3392193]",classic,Male
"[1,6]","[32,47]","[-13.6325181,-24.287880899999998]","[-53.83412901938374,-73.3392193]",classic,Male
"[1,6]","[32,47]","[-13.6325181,-24.287880899999998]","[-53.83412901938374,-73.3392193]",classic,Male
"[1,6]","[32,47]","[-13.6325181,-24.287880899999998]","[-53.83412901938374,-73.3392193]",classic,Male
"[1,34]","[13,39]","[-33.9966839,-33.9966839]","[18.7196095,18.7196095]",classic,Male
"[1,34]","[13,39]","[-33.9966839,-33.9966839]","[18.7196095,18.7196095]",classic,Female
"[1,34]","[13,39]","[-33.9966839,-33.9966839]","[18.7196095,18.7196095]",junior,Male
"[1,34]","[13,39]","[-33.9966839,-33.9966839]","[18.7196095,18.7196095]",classic,Male
"[1,8]","[15,6]","[-22.36380235,3.7811582]","[-34.82881443397737,96.8082494]",gold,Male
"[1,8]","[15,6]","[-22.36380235,3.7811582]","[-34.82881443397737,96.8082494]",classic,Female
"[1,8]","[15,6]","[-22.36380235,3.7811582]","[-34.82881443397737,96.8082494]",junior,Female
"[1,8]","[15,6]","[-22.36380235,3.7811582]","[-34.82881443397737,96.8082494]",classic,Male
"[1,29]","[2,46]","[27.717902,33.9155475]","[-118.1855016,-93.24796]",classic,Male
"[1,29]","[2,46]","[27.717902,33.9155475]","[-118.1855016,-93.24796]",classic,Male
"[1,29]","[2,46]","[27.717902,33.9155475]","[-118.1855016,-93.24796]",classic,Female
"[1,29]","[2,46]","[27.717902,33.9155475]","[-118.1855016,-93.24796]",classic,Female
"[1,29]","[2,46]","[27.717902,33.9155475]","[-118.1855016,-93.24796]",classic,Female
"[1,29]","[2,46]","[27.717902,33.9155475]","[-118.1855016,-93.24796]",gold,Female
"[12,8]","[21,46]","[27.717902,34.10608]","[-80.72281,-82.3169059]",junior,Male
"[12,8]","[21,46]","[27.717902,34.10608]","[-80.72281,-82.3169059]",classic,Male
"[12,8]","[21,46]","[27.717902,34.10608]","[-80.72281,-82.3169059]",gold,Male
"[12,8]","[21,46]","[27.717902,34.10608]","[-80.72281,-82.3169059]",classic,Female
"[12,8]","[21,46]","[27.717902,34.10608]","[-80.72281,-82.3169059]",classic,Male
"[1,6]","[24,39]","[15.6574032,25.4577795]","[30.5480245,80.0065516]",classic,Female
"[1,6]","[24,39]","[15.6574032,25.4577795]","[30.5480245,80.0065516]",classic,Female
"[1,6]","[24,39]","[15.6574032,25.4577795]","[30.5480245,80.0065516]",classic,Female
"[1,6]","[24,39]","[15.6574032,25.4577795]","[30.5480245,80.0065516]",classic,Male
"[1,7]","[12,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Female
"[1,7]","[12,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Female
"[1,7]","[12,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Male
"[1,7]","[12,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Female
"[1,5]","[10,13]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[1,5]","[10,13]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",junior,Male
"[1,5]","[10,13]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[1,5]","[10,13]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[18,32]","[10,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",junior,Female
"[18,32]","[10,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Male
"[18,32]","[10,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Male
"[18,32]","[10,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Female
"[18,32]","[10,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Male
"[18,32]","[10,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Female
"[18,32]","[10,8]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Female
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Male
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Male
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Male
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Male
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Male
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Male
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Male
"[1,4]","[15,47]","[21.2391067,3.7407987]","[105.6758987,96.83378527646357]",classic,Female
"[13,9]","[13,20]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[13,9]","[13,20]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[13,9]","[13,20]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[13,9]","[13,20]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[16,28]","[13,31]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Male
"[16,28]","[13,31]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Male
"[16,28]","[13,31]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Male
"[16,28]","[13,31]","[-0.9398412,21.2391067]","[100.3535398,105.6758987]",classic,Female
"[1,15]","[38,9]","[-31.7631235,-4.9335876]","[116.0054635,144.6420693]",classic,Female
"[1,15]","[38,9]","[-31.7631235,-4.9335876]","[116.0054635,144.6420693]",junior,Male
"[1,15]","[38,9]","[-31.7631235,-4.9335876]","[116.0054635,144.6420693]",classic,Female
"[1,15]","[38,9]","[-31.7631235,-4.9335876]","[116.0054635,144.6420693]",classic,Female
"[18,32]","[12,8]","[-15.2562603,-33.8608832]","[116.0054635,167.151708]",classic,Female
"[18,32]","[12,8]","[-15.2562603,-33.8608832]","[116.0054635,167.151708]",classic,Male
"[18,32]","[12,8]","[-15.2562603,-33.8608832]","[116.0054635,167.151708]",junior,Male
"[18,32]","[12,8]","[-15.2562603,-33.8608832]","[116.0054635,167.151708]",classic,Female
"[1,4]","[18,43]","[-0.639722,13.760825]","[121.0627507,174.4279938]",gold,Female
"[1,4]","[18,43]","[-0.639722,13.760825]","[121.0627507,174.4279938]",classic,Female
"[1,4]","[18,43]","[-0.639722,13.760825]","[121.0627507,174.4279938]",junior,Female
"[1,4]","[18,43]","[-0.639722,13.760825]","[121.0627507,174.4279938]",classic,Female
"[1,4]","[18,43]","[-0.639722,13.760825]","[121.0627507,174.4279938]",classic,Female
"[1,4]","[18,43]","[-0.639722,13.760825]","[121.0627507,174.4279938]",classic,Male
"[1,4]","[23,47]","[13.760825,21.2391067]","[105.6758987,121.0627507]",classic,Male
"[1,4]","[23,47]","[13.760825,21.2391067]","[105.6758987,121.0627507]",classic,Female
"[1,4]","[23,47]","[13.760825,21.2391067]","[105.6758987,121.0627507]",classic,Female
"[1,4]","[23,47]","[13.760825,21.2391067]","[105.6758987,121.0627507]",classic,Female
"[1,4]","[23,47]","[13.760825,21.2391067]","[105.6758987,121.0627507]",classic,Female
"[1,4]","[23,47]","[13.760825,21.2391067]","[105.6758987,121.0627507]",classic,Male
"[1,4]","[23,47]","[13.760825,21.2391067]","[105.6758987,121.0627507]",junior,Male
"[11,7]","[23,28]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[11,7]","[23,28]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[11,7]","[23,28]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",gold,Female
"[11,7]","[23,28]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[11,7]","[23,28]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",gold,Female
"[11,7]","[23,28]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[11,7]","[23,28]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[1,6]","[12,33]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[1,6]","[12,33]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[1,6]","[12,33]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[1,6]","[12,33]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[1,6]","[12,33]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[1,6]","[12,33]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",junior,Male
"[1,7]","[33,48]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Male
"[1,7]","[33,48]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Male
"[1,7]","[33,48]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[1,7]","[33,48]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[1,7]","[33,48]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Male
"[1,7]","[33,48]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[11,31]","[17,9]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",junior,Male
"[11,31]","[17,9]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[11,31]","[17,9]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[11,31]","[17,9]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[11,31]","[17,9]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[11,31]","[17,9]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",junior,Male
"[11,31]","[17,9]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[18,27]","[35,47]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[18,27]","[35,47]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[18,27]","[35,47]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",junior,Male
"[18,27]","[35,47]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[18,27]","[35,47]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",gold,Male
"[18,27]","[35,47]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[1,9]","[10,6]","[39.862921,45.169709]","[-111.75649325870965,-88.822156]",classic,Female
"[1,9]","[10,6]","[39.862921,45.169709]","[-111.75649325870965,-88.822156]",classic,Female
"[1,9]","[10,6]","[39.862921,45.169709]","[-111.75649325870965,-88.822156]",classic,Male
"[1,9]","[10,6]","[39.862921,45.169709]","[-111.75649325870965,-88.822156]",classic,Male
"[1,9]","[10,6]","[39.862921,45.169709]","[-111.75649325870965,-88.822156]",junior,Male
"[1,9]","[10,6]","[39.862921,45.169709]","[-111.75649325870965,-88.822156]",classic,Male
"[1,9]","[10,6]","[39.862921,45.169709]","[-111.75649325870965,-88.822156]",classic,Male
"[1,8]","[10,8]","[43.1900046,54.4582586]","[-0.6627481,3.0804641]",gold,Male
"[1,8]","[10,8]","[43.1900046,54.4582586]","[-0.6627481,3.0804641]",classic,Female
"[1,8]","[10,8]","[43.1900046,54.4582586]","[-0.6627481,3.0804641]",classic,Male
"[1,8]","[10,8]","[43.1900046,54.4582586]","[-0.6627481,3.0804641]",classic,Female
"[1,8]","[10,8]","[43.1900046,54.4582586]","[-0.6627481,3.0804641]",classic,Male
"[1,8]","[10,8]","[43.1900046,54.4582586]","[-0.6627481,3.0804641]",classic,Female
"[1,8]","[10,8]","[43.1900046,54.4582586]","[-0.6627481,3.0804641]",junior,Female
"[20,33]","[10,5]","[35.31586,46.339903]","[-115.15799561955828,-95.84745]",classic,Female
"[20,33]","[10,5]","[35.31586,46.339903]","[-115.15799561955828,-95.84745]",gold,Female
"[20,33]","[10,5]","[35.31586,46.339903]","[-115.15799561955828,-95.84745]",classic,Male
"[20,33]","[10,5]","[35.31586,46.339903]","[-115.15799561955828,-95.84745]",classic,Female
"[20,33]","[10,5]","[35.31586,46.339903]","[-115.15799561955828,-95.84745]",classic,Female
"[20,33]","[10,5]","[35.31586,46.339903]","[-115.15799561955828,-95.84745]",classic,Female
"[20,33]","[10,5]","[35.31586,46.339903]","[-115.15799561955828,-95.84745]",junior,Female
"[19,34]","[15,9]","[38.5439017,60.1927138]","[-1.2432926722107096,-90.0577783]",classic,Male
"[19,34]","[15,9]","[38.5439017,60.1927138]","[-1.2432926722107096,-90.0577783]",classic,Male
"[19,34]","[15,9]","[38.5439017,60.1927138]","[-1.2432926722107096,-90.0577783]",classic,Male
"[19,34]","[15,9]","[38.5439017,60.1927138]","[-1.2432926722107096,-90.0577783]",classic,Male
"[19,34]","[15,9]","[38.5439017,60.1927138]","[-1.2432926722107096,-90.0577783]",classic,Male
"[19,34]","[15,9]","[38.5439017,60.1927138]","[-1.2432926722107096,-90.0577783]",gold,Male
"[1,5]","[24,45]","[37.4094105,47.71782]","[-115.6106061,-84.80486282582908]",classic,Female
"[1,5]","[24,45]","[37.4094105,47.71782]","[-115.6106061,-84.80486282582908]",junior,Male
"[1,5]","[24,45]","[37.4094105,47.71782]","[-115.6106061,-84.80486282582908]",classic,Male
"[1,5]","[24,45]","[37.4094105,47.71782]","[-115.6106061,-84.80486282582908]",classic,Male
"[1,5]","[24,45]","[37.4094105,47.71782]","[-115.6106061,-84.80486282582908]",classic,Female
"[1,5]","[24,45]","[37.4094105,47.71782]","[-115.6106061,-84.80486282582908]",classic,Male
"[1,5]","[24,45]","[37.4094105,47.71782]","[-115.6106061,-84.80486282582908]",junior,Male
"[1,9]","[25,45]","[44.3717578,51.5393731]","[0.3774018,3.0250261]",classic,Female
"[1,9]","[25,45]","[44.3717578,51.5393731]","[0.3774018,3.0250261]",classic,Male
"[1,9]","[25,45]","[44.3717578,51.5393731]","[0.3774018,3.0250261]",classic,Female
"[1,9]","[25,45]","[44.3717578,51.5393731]","[0.3774018,3.0250261]",classic,Female
"[1,9]","[25,45]","[44.3717578,51.5393731]","[0.3774018,3.0250261]",classic,Male
"[1,9]","[25,45]","[44.3717578,51.5393731]","[0.3774018,3.0250261]",classic,Male
"[1,9]","[25,45]","[44.3717578,51.5393731]","[0.3774018,3.0250261]",gold,Female
"[10,33]","[25,46]","[35.31586,46.070019]","[-115.15799561955828,-86.207463]",classic,Female
"[10,33]","[25,46]","[35.31586,46.070019]","[-115.15799561955828,-86.207463]",classic,Female
"[10,33]","[25,46]","[35.31586,46.070019]","[-115.15799561955828,-86.207463]",classic,Male
"[10,33]","[25,46]","[35.31586,46.070019]","[-115.15799561955828,-86.207463]",classic,Male
"[10,33]","[25,46]","[35.31586,46.070019]","[-115.15799561955828,-86.207463]",junior,Male
"[10,33]","[25,46]","[35.31586,46.070019]","[-115.15799561955828,-86.207463]",junior,Female
"[10,33]","[25,46]","[35.31586,46.070019]","[-115.15799561955828,-86.207463]",classic,Female
"[11,32]","[30,48]","[43.0827675,60.1927138]","[-0.6709548,3.0650383]",classic,Female
"[11,32]","[30,48]","[43.0827675,60.1927138]","[-0.6709548,3.0650383]",junior,Male
"[11,32]","[30,48]","[43.0827675,60.1927138]","[-0.6709548,3.0650383]",classic,Male
"[11,32]","[30,48]","[43.0827675,60.1927138]","[-0.6709548,3.0650383]",classic,Female
"[11,32]","[30,48]","[43.0827675,60.1927138]","[-0.6709548,3.0650383]",classic,Male
"[11,32]","[30,48]","[43.0827675,60.1927138]","[-0.6709548,3.0650383]",junior,Male
"[1,9]","[13,9]","[45.4138584,63.2270456]","[12.1339058,9.5983862]",classic,Male
"[1,9]","[13,9]","[45.4138584,63.2270456]","[12.1339058,9.5983862]",classic,Male
"[1,9]","[13,9]","[45.4138584,63.2270456]","[12.1339058,9.5983862]",junior,Male
"[1,9]","[13,9]","[45.4138584,63.2270456]","[12.1339058,9.5983862]",classic,Male
"[1,9]","[13,9]","[45.4138584,63.2270456]","[12.1339058,9.5983862]",classic,Female
"[1,9]","[13,9]","[45.4138584,63.2270456]","[12.1339058,9.5983862]",classic,Male
"[1,9]","[13,9]","[45.4138584,63.2270456]","[12.1339058,9.5983862]",junior,Female
"[1,2]","[22,46]","[37.8701147,52.1620973]","[12.4704618,8.5909636]",classic,Female
"[1,2]","[22,46]","[37.8701147,52.1620973]","[12.4704618,8.5909636]",junior,Female
"[1,2]","[22,46]","[37.8701147,52.1620973]","[12.4704618,8.5909636]",classic,Female
"[1,2]","[22,46]","[37.8701147,52.1620973]","[12.4704618,8.5909636]",gold,Female
"[1,2]","[22,46]","[37.8701147,52.1620973]","[12.4704618,8.5909636]",classic,Male
"[1,2]","[22,46]","[37.8701147,52.1620973]","[12.4704618,8.5909636]",classic,Female
"[1,2]","[22,46]","[37.8701147,52.1620973]","[12.4704618,8.5909636]",gold,Male
"[1,5]","[16,45]","[42.4020525,65.9917503]","[18.088296,24.2768263]",classic,Male
"[1,5]","[16,45]","[42.4020525,65.9917503]","[18.088296,24.2768263]",classic,Male
"[1,5]","[16,45]","[42.4020525,65.9917503]","[18.088296,24.2768263]",classic,Female
"[1,5]","[16,45]","[42.4020525,65.9917503]","[18.088296,24.2768263]",classic,Male
"[1,5]","[16,45]","[42.4020525,65.9917503]","[18.088296,24.2768263]",junior,Female
"[1,5]","[16,45]","[42.4020525,65.9917503]","[18.088296,24.2768263]",junior,Male
"[1,5]","[16,45]","[42.4020525,65.9917503]","[18.088296,24.2768263]",classic,Female
"[1,8]","[19,43]","[34.76436245,35.6468662]","[137.62649011075342,33.3213719]",classic,Male
"[1,8]","[19,43]","[34.76436245,35.6468662]","[137.62649011075342,33.3213719]",classic,Female
"[1,8]","[19,43]","[34.76436245,35.6468662]","[137.62649011075342,33.3213719]",classic,Female
"[1,8]","[19,43]","[34.76436245,35.6468662]","[137.62649011075342,33.3213719]",classic,Male
"[1,8]","[19,43]","[34.76436245,35.6468662]","[137.62649011075342,33.3213719]",classic,Male
"[1,8]","[19,43]","[34.76436245,35.6468662]","[137.62649011075342,33.3213719]",classic,Female
"[1,8]","[19,43]","[34.76436245,35.6468662]","[137.62649011075342,33.3213719]",junior,Male
"[16,29]","[15,8]","[44.011649199999994,52.8243943]","[10.11678226475984,9.1983435]",classic,Male
"[16,29]","[15,8]","[44.011649199999994,52.8243943]","[10.11678226475984,9.1983435]",classic,Male
"[16,29]","[15,8]","[44.011649199999994,52.8243943]","[10.11678226475984,9.1983435]",classic,Female
"[16,29]","[15,8]","[44.011649199999994,52.8243943]","[10.11678226475984,9.1983435]",classic,Female
"[16,29]","[15,8]","[44.011649199999994,52.8243943]","[10.11678226475984,9.1983435]",classic,Male
"[16,29]","[15,8]","[44.011649199999994,52.8243943]","[10.11678226475984,9.1983435]",classic,Female
"[16,29]","[15,8]","[44.011649199999994,52.8243943]","[10.11678226475984,9.1983435]",gold,Male
"[14,32]","[27,46]","[44.011649199999994,52.1620973]","[10.11678226475984,9.0752066]",classic,Female
"[14,32]","[27,46]","[44.011649199999994,52.1620973]","[10.11678226475984,9.0752066]",classic,Female
"[14,32]","[27,46]","[44.011649199999994,52.1620973]","[10.11678226475984,9.0752066]",classic,Male
"[14,32]","[27,46]","[44.011649199999994,52.1620973]","[10.11678226475984,9.0752066]",classic,Female
"[14,32]","[27,46]","[44.011649199999994,52.1620973]","[10.11678226475984,9.0752066]",classic,Male
"[14,32]","[27,46]","[44.011649199999994,52.1620973]","[10.11678226475984,9.0752066]",classic,Male
"[14,32]","[27,46]","[44.011649199999994,52.1620973]","[10.11678226475984,9.0752066]",classic,Male
"[15,33]","[13,7]","[41.3386673,63.8729927]","[12.871806244651292,20.3235369]",classic,Male
"[15,33]","[13,7]","[41.3386673,63.8729927]","[12.871806244651292,20.3235369]",classic,Female
"[15,33]","[13,7]","[41.3386673,63.8729927]","[12.871806244651292,20.3235369]",classic,Female
"[15,33]","[13,7]","[41.3386673,63.8729927]","[12.871806244651292,20.3235369]",classic,Male
"[15,33]","[13,7]","[41.3386673,63.8729927]","[12.871806244651292,20.3235369]",junior,Female
"[15,33]","[13,7]","[41.3386673,63.8729927]","[12.871806244651292,20.3235369]",classic,Female
"[15,33]","[13,7]","[41.3386673,63.8729927]","[12.871806244651292,20.3235369]",gold,Male
"[21,33]","[10,9]","[34.76436245,45.3561539]","[137.62649011075342,24.2768263]",junior,Female
"[21,33]","[10,9]","[34.76436245,45.3561539]","[137.62649011075342,24.2768263]",classic,Female
